Id,Name,Updated at,Completed?,Accessible,Bench,Curb cut,Lighting,Mounting,Mounting direction,Schedule holder,Shelter,Sidewalk,Sign,Trash,Bolt on base,Bus pull out exists?,Extend pole?,Has power?,New anchor?,New pole?,Solar lighting?,Straighten pole?,System map exists?,Mounting clearance after,Mounting clearance before,Created at,Updated at,Completed?,Completed at
3191,Pearl / Byers,"",false,"","",Within 20',Within 20',"","","","","More than 36""",Missing sign,"","",false,false,false,false,false,false,false,false,"","","","",false,""
3195,Pearl / Hillman,"",false,"","","",Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3197,Pearl / Spring,"",false,"","","",Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3199,Pearl / Spring,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3299,Plumtree / Embassy,"",false,"","",No curb cut,Within 20',Other pole,"","","",None,"","","",false,false,false,false,false,false,false,false,"","","","",false,""
3301,Plumtree / Evergreen,"",false,"","",No curb,Within 20',PVTA pole,"","","","More than 36""",Needs attention,"","",false,false,false,false,false,false,false,false,"","","","",false,""
3307,Plumtree / Glenvale,"",false,"","",No curb,Within 20',Other pole,"","","",None,"","","",false,false,false,false,false,false,false,false,"","","","",false,""
3309,Plumtree / Glenvale,"",false,"","",No curb,Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3315,Plumtree / Hazen,"",false,"","",No curb,Within 20',Other pole,"","","",None,"","","",false,false,false,false,false,false,false,false,"","","","",false,""
3323,Plumtree / Old Farm,"",false,"","",Within 20',Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3325,Plumtree / Old Farm,"",false,"","",Within 20',Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3327,Plumtree / Old Farm,"",false,"","",No curb cut,Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3339,Plumtree / Puritan,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3343,Plumtree / Sherwood,"",false,"","",No curb cut,Within 20',"","","","",None,Missing sign,"","",false,false,false,false,false,false,false,false,"","","","",false,""
3345,Plumtree / Talbot,"",false,"","",No curb cut,Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3347,Plumtree / Talbot,"",false,"","",No curb,Within 20',"","","","",None,Missing sign,"","",false,false,false,false,false,false,false,false,"","","","",false,""
3379,Princeton / Bay,"",false,"","",Within 20',Within 20',Other pole,"","","","More than 36""",Needs attention,"","",false,false,false,false,false,false,false,false,"","","","",false,""
3381,Princeton / Bay,"",false,"","",Within 20',Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3385,Princeton / Vassar,"",false,"","",No curb cut,Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3387,Princeton / Yale,"",false,"","","",Within 20',Other pole,"","","","More than 36""",Needs attention,"","",false,false,false,false,false,false,false,false,"","","","",false,""
3389,Princeton / Yale,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3573,Saint James / Clarendon,"",false,"","",No curb cut,Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3575,Saint James / Clarendon,"",false,"","",No curb cut,Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3589,Saint James / Florida,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3591,Saint James / Florida,"",false,"","","",Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3603,Saint James / Princeton,"",false,"","","",Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3607,Saint James / Ripley,"",false,"","",No curb cut,Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3605,Saint James / Ripley,"",false,"","",Within 20',Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3619,Saint James / Thompson,"",false,"","","",Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3621,Saint James / Thompson,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3623,Saint James / Wellesley,"",false,"","",Within 20',Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3625,Saint James / Worthington,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3635,Salvation Army (Pearl St.),"",false,"","",No curb cut,Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3637,Salvation Army (Pearl St.),"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3817,Springfield / Brooklawn(Flag stop - signal driver),"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3827,Springfield / Chapin,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3841,Springfield / Faculty (Flag stop - signal driver),"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3857,Springfield / Highland (Flag stop - signal driver),"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3869,Springfield / Main,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3871,Springfield / Main,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3887,Springfield / Northwood(Flag stop - signal driver),"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3891,Springfield / Ripley (Flag stop - signal driver),"",false,"","","","","","","","","",Flag stop,"","",false,false,false,false,false,false,false,false,"","","","",false,""
3913,Springfield / Springfield,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3917,Springfield / Stony Hill,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3927,Springfield / Wilbraview,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3943,Springfield Tech Community College,"",false,"","",Within 20',Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3945,Springfield Technical Community College (Pearl St),"",false,"","",Within 20',Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3973,State / Chestnut,"",false,"",PVTA,"",Within 20',PVTA pole,"",On pole,PVTA,"Less than 36""","","","",false,false,false,false,false,false,false,true,"","","","",false,""
4007,State / Orleans,"",false,"",Other,Within 20',Within 20',PVTA pole,"",On pole,"","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4011,State / Pleasant,"",false,"","",No curb cut,Within 20',PVTA pole,"","","","Less than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4013,State / St James,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4023,State / Walnut,"",false,"",PVTA,Within 20',Within 20',PVTA pole,"",On pole,PVTA,"More than 36""","","","",false,false,false,false,false,false,false,true,"","","","",false,""
4055,STATE/HANCOCK,"",false,"",PVTA,No curb cut,Within 20',PVTA pole,"","",PVTA,"More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4059,State/School,"",false,"","","",Within 20',Other pole,"","","","More than 36""","",Other,"",false,false,false,false,false,false,false,false,"","","","",false,""
4061,State/Spring,"",false,"","",No curb cut,Within 20',PVTA pole,"",In shelter,PVTA,"Less than 36""","","","",false,false,false,false,false,false,false,true,"","","","",false,""
4063,State/Stebbins,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4065,STATE/THOMPSON,"",false,"",PVTA,Within 20',Within 20',PVTA pole,"",In shelter,PVTA,"Less than 36""","","","",false,false,false,false,false,false,false,true,"","","","",false,""
4079,Stony Hill / Hickory Hill,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4083,Stony Hill / Primrose,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4085,Stony Hill / Springfield,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4087,Stony Hill / Sunnyside,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4091,Stony Hill / Unnamed Street,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4093,Stony Hill and Boston Rd(IB),"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4127,Stop no longer used,"",false,"","",No curb cut,Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4247,Taylor / Dwight,"",false,"","",Within 20',Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4249,Technology Park,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4299,Tinkham / Evangeline,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4301,Tinkham / Main,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4303,Tinkham / Main,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4305,Tinkham / Mountainbrook,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4307,Tinkham / Rochford  (Flag stop - signal driver),"",false,"","","","","","","","","",Flag stop,"","",false,false,false,false,false,false,false,false,"","","","",false,""
4309,Tinkham / Stony Hill,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4407,Verizon Building,"",false,"",Other,No curb cut,Within 20',PVTA pole,"",On pole,"","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4725,Wilbraham / Aberdale,"",false,"","",No curb,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4727,Wilbraham / Albemarle,"",false,"","",No curb cut,Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4731,Wilbraham / Alden,"",false,"","",Within 20',Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4729,Wilbraham / Alden,"",false,"","",No curb cut,Within 20',"","","","","More than 36""",Missing sign,"","",false,false,false,false,false,false,false,false,"","","","",false,""
4735,Wilbraham / Barrison,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4737,Wilbraham / Barrison,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4739,Wilbraham / Bellwood,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4741,Wilbraham / Benton,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4743,Wilbraham / Birchland,"",false,"","",Within 20',Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4745,Wilbraham / Cabinet,"",false,"","",No curb cut,Within 20',PVTA pole,"","","",None,"","","",false,false,false,false,false,false,false,false,"","","","",false,""
4747,Wilbraham / Carlisle,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4749,Wilbraham / Catalpa,"",false,"","",No curb,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4753,Wilbraham / Colton,"",false,"","",No curb cut,Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4751,Wilbraham / Colton,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4755,Wilbraham / Delmore,"",false,"","",No curb cut,Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4757,Wilbraham / Denwall,"",false,"","",No curb,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4761,Wilbraham / Glenoak,"",false,"","",No curb,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4759,Wilbraham / Glenoak,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4763,Wilbraham / Granger,"",false,"","",No curb,Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4765,Wilbraham / Jonquil,"",false,"","","",Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4767,Wilbraham / Kane,"",false,"",PVTA,No curb cut,Within 20',"","","",PVTA,"More than 36""",Missing sign,Municipal,"",false,false,false,false,false,false,false,false,"","","","",false,""
4769,Wilbraham / Kane,"",false,"",PVTA,No curb cut,Within 20',Structure,"","",PVTA,"More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4771,Wilbraham / Lakeside,"",false,"","",No curb cut,Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4773,Wilbraham / Lumae,"",false,"","",No curb,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4775,Wilbraham / Lumae,"",false,"","",No curb,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4779,Wilbraham / Marchioness,"",false,"","",No curb cut,Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4777,Wilbraham / Marchioness,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4781,Wilbraham / Marine,"",false,"","",No curb,Within 20',PVTA pole,"","","",None,"","","",false,false,false,false,false,false,false,false,"","","","",false,""
4783,Wilbraham / Marine,"",false,"","",No curb cut,Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4785,Wilbraham / Monticello,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4787,Wilbraham / Monticello,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4789,Wilbraham / Norfolk,"",false,"","",No curb cut,Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4791,Wilbraham / Norfolk,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4793,Wilbraham / Old Acre,"",false,"","",No curb cut,Within 20',Other pole,"","","",None,"","","",false,false,false,false,false,false,false,false,"","","","",false,""
4797,Wilbraham / Park,"",false,"","","",Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4795,Wilbraham / Park,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4799,Wilbraham / Peekskill,"",false,"","",No curb,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4801,Wilbraham / Pine Acre,"",false,"","",No curb,Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4803,Wilbraham / Pine Acre,"",false,"","",No curb,Within 20',Other pole,"","","",None,"","","",false,false,false,false,false,false,false,false,"","","","",false,""
4805,Wilbraham / Pineview,"",false,"","",No curb,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4807,Wilbraham / Reed,"",false,"","","",Within 20',PVTA pole,"","","","More than 36""",Needs attention,"","",false,false,false,false,false,false,false,false,"","","","",false,""
4809,Wilbraham / Rochelle,"",false,"","",No curb cut,Within 20',Other pole,"","",PVTA,"More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4811,Wilbraham / Rutland,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4813,Wilbraham / Senator,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4815,Wilbraham / Springfield,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4817,Wilbraham / Suffolk,"",false,"","",No curb cut,Within 20',"","","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4819,Wilbraham / Suffolk,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4821,Wilbraham / Truman,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4823,Wilbraham / Truman,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4825,Wilbraham / Unnamed Street,"",false,"","",Within 20',Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4827,Wilbraham / Unnamed Street,"",false,"","",No curb cut,Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4829,Wilbraham / Walsh,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4831,Wilbraham and Fenway (Northside),"",false,"","",No curb,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4833,Wilbraham and Jeffrey (south side),"",false,"","",No curb,Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4871,Worthington / Chestnut,"",false,"","",Within 20',Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4873,Worthington / Chestnut,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4879,Worthington / Federal,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4881,Worthington / Federal,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4883,Worthington / Kibbe,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4889,Worthington / Main,"",false,"","",No curb cut,Within 20',Other pole,"","",Building,"More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4891,Worthington / Sackett,"",false,"","",No curb cut,Within 20',"","","","","More than 36""",Missing sign,"","",false,false,false,false,false,false,false,false,"","","","",false,""
4893,Worthington / Sackett,"",false,"","",Within 20',Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4895,Worthington / Sackett,"",false,"","",Within 20',Within 20',"","","","","More than 36""",Missing sign,"","",false,false,false,false,false,false,false,false,"","","","",false,""
4897,Worthington / Spring,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4899,Worthington / Spring,"",false,"","",Within 20',Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4901,Worthington / Stearns,"",false,"","","",Within 20',Other pole,"","","","More than 36""","",Municipal,"",false,false,false,false,false,false,false,false,"","","","",false,""
4907,Worthington / Worthington,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
15,333 Western Ave,"",false,"",PVTA,"",Within 20',"","",In shelter,PVTA,"More than 36""",Missing sign,"","",false,false,false,false,false,false,false,false,"","","","",false,""
137,Appleton / Maple,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
139,Appleton / Oak,"",false,"","","",Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
143,Appleton / Poplar,"",false,"",PVTA,Within 20',Within 20',Other pole,"","",PVTA,"More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
145,Appleton / Walnut,"",false,"","","",Within 20',PVTA pole,"","",Building,"More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
275,Beech / Beech,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
277,Beech / Franklin,"",false,"","",No curb cut,Within 20',"","","","","More than 36""",Missing sign,"","",false,false,false,false,false,false,false,false,"","","","",false,""
279,Beech / Franklin,"",false,"","","",Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
281,Beech / Hampshire,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
283,Beech / Hospital,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
285,Beech / Hospital,"",false,"","","",Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
287,Beech / Northampton,"",false,"","",Within 20',Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
289,Beech / Sargeant,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
291,Beech and Linden,"",false,"","",No curb cut,Within 20',PVTA pole,"","","",None,"","","",false,false,false,false,false,false,false,false,"","","","",false,""
867,Cherry / Bay State,"",false,"","",Within 20',Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
869,Cherry / Bay State,"",false,"","",No curb cut,Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
871,Cherry / Dale,"",false,When necessary,"",No curb cut,20' - 50',PVTA pole,"","","",None,"","","",false,false,false,false,false,false,false,false,"","","","",false,""
873,Cherry / Hillside,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
877,Cherry / Maple Crest,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
875,Cherry / Maple Crest,"",false,When necessary,"",Within 20',20' - 50',"","","","",None,Flag stop,"","",false,false,false,false,false,false,false,false,"","","","",false,""
879,Cherry and Homestead,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
881,Cherry and Homestead,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
883,Cherry and Leary,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1171,Court / Bates,"",false,"","","",20' - 50',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1173,Court / Chestnut,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1177,Court / Mill,"",false,"","",No curb cut,Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1179,Court / Unnamed Street,"",false,"","","",Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1181,Court / Washington,"",false,"","",Within 20',Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1225,Dean Tech,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1339,Dwight / Lynwood,"",false,"","",Within 20',Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1341,Dwight / Nonotuck,"",false,"","","",Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1347,Dwight / Saint Jerome,"",false,"","","",Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1397,Elm / Arch,"",false,"","",No curb cut,Within 20',"","","","","More than 36""",Missing sign,"","",false,false,false,false,false,false,false,false,"","","","",false,""
1417,Elm / Harvard,"",false,"","",No curb cut,Within 20',"","","","","More than 36""",Missing sign,"","",false,false,false,false,false,false,false,false,"","","","",false,""
1445,Elm/Arnold,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1711,Hampden / Arlington,"",false,"","","",Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1713,Hampden / Nonotuck,"",false,"",PVTA,No curb cut,Within 20',PVTA pole,"","",PVTA,"More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1715,Hampden / Pleasant,"",false,"","",Within 20',Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1717,Hampshire / Beech,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1719,Hampshire / Chestnut,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1721,Hampshire / Chestnut,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1723,Hampshire / High,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1725,Hampshire / Pine,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1727,Hampshire / Walnut,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1813,Hillside / Merkel,"",false,"","","",20' - 50',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1817,Hillside / Westfield,"",false,"","",Within 20',Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1815,Hillside / Westfield,"",false,"","",Within 20',Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1835,Holyoke Community College - Frost Circle,"",false,"","",No curb cut,Within 20',Other pole,"","",Building,"More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1837,Holyoke Community College- College Rd,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1843,HOLYOKE HIGH,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1851,Holyoke/Westfield City Line,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1857,Homestead / Lorraine,"",false,"","","",20' - 50',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1859,Homestead / Memorial,"",false,Not recommended,"",No curb,Within 20',"","","","",None,Flag stop,"","",false,false,false,false,false,false,false,false,"","","","",false,""
1861,Homestead / Memorial,"",false,"","","",Within 20',Other pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1867,Homestead / Sheehan,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1871,Homestead and Cherry,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1873,Hospital / Parking Lot,"",false,"","","",20' - 50',"","","",Building,"More than 36""",Missing sign,"","",false,false,false,false,false,false,false,false,"","","","",false,""
